school,program,program_category,degree,degree_category,state,city,square_miles,population,density,average_winter,average_summer,latitude,longitude,link,date_collected
University of Texas at San Antonio,Applied Statistics,Statistics,MS,Master,Texas,San Antonio,465,1436697,3090,59.5,83.8,29.585208,-98.6180797,http://business.utsa.edu/mss/,2016-04
University of Texas at San Antonio,Applied Statistics,Statistics,PhD,Doctorate,Texas,San Antonio,465,1436697,3090,59.5,83.8,29.585208,-98.6180797,http://business.utsa.edu/mss/,2016-04
University of Texas Health Science Center at Houston,Biostatistics,Biostatistics,MPH,Master,Texas,Houston,627,2239558,3572,61,82.3,29.7051116,-95.3981844,https://sph.uth.edu/divisions/biostatistics/,2016-04
University of Texas Health Science Center at Houston,Biostatistics,Biostatistics,MS,Master,Texas,Houston,627,2239558,3572,61,82.3,29.7051116,-95.3981844,https://sph.uth.edu/divisions/biostatistics/,2016-04
University of Texas Health Science Center at Houston,Biostatistics,Biostatistics,PhD,Doctorate,Texas,Houston,627,2239558,3572,61,82.3,29.7051116,-95.3981844,https://sph.uth.edu/divisions/biostatistics/,2016-04
Brigham Young University,Statistics,Statistics,MS,Master,Utah,Provo,44.17,114801,2599,38.2,73.2,40.249421,-111.6507965,https://statistics.byu.edu/,2016-04
University of Utah,Biostatistics,Biostatistics,MS,Master,Utah,Salt Lake City,110.4,190884,1729,38.7,73.9,40.7611493,-111.825586,http://medicine.utah.edu/dfpm/,2016-04
University of Utah,Statistics,Statistics,MS,Master,Utah,Salt Lake City,110.4,190884,1729,38.7,73.9,40.7659588,-111.8501665,http://www.math.utah.edu/,2016-04
Utah State University,Statistics,Statistics,MS,Master,Utah,Logan,18.53,48997,2644,31.8,65.9,41.7418097,-111.8127922,http://www.math.usu.edu/,2016-04
Utah State University,Statistics,Statistics,PhD,Doctorate,Utah,Logan,18.53,48997,2644,31.8,65.9,41.7418097,-111.8127922,http://www.math.usu.edu/,2016-04
University of Vermont,Biostatistics,Biostatistics,MS,Master,Vermont,Burlington,15.48,42211,2727,34.4,67.9,44.4809125,-73.1990957,http://www.uvm.edu/~cems/mathstat/,2016-04
University of Vermont,Statistics,Statistics,MS,Master,Vermont,Burlington,15.48,42211,2727,34.4,67.9,44.4809125,-73.1990957,http://www.uvm.edu/~cems/mathstat/,2016-04
George Mason University,Biostatistics,Biostatistics,MS,Master,Virginia,Fairfax,6.29,24483,3892,43.8,74.2,38.8275007,-77.3050609,http://statistics.gmu.edu/,2016-04
George Mason University,Statistics,Statistics,MS,Master,Virginia,Fairfax,6.29,24483,3892,43.8,74.2,38.8275007,-77.3050609,http://statistics.gmu.edu/,2016-04
George Mason University,Statistics,Statistics,PhD,Doctorate,Virginia,Fairfax,6.29,24483,3892,43.8,74.2,38.8275007,-77.3050609,http://statistics.gmu.edu/,2016-04
Old Dominion University,Computational and Applied Mathematics,Statistics,MS,Master,Virginia,Norfolk,95.98,245428,2557,51.1,77.2,36.8855754,-76.3075581,https://www.odu.edu/math,2016-04
Old Dominion University,Computational and Applied Mathematics,Statistics,PhD,Doctorate,Virginia,Norfolk,95.98,245428,2557,51.1,77.2,36.8855754,-76.3075581,https://www.odu.edu/math,2016-04
University of Virginia,Statistics,Statistics,MS,Master,Virginia,Charlottesville,10.31,45593,4422,43.9,73.3,38.0329986,-78.5070327,http://statistics.as.virginia.edu/,2016-04
University of Virginia,Statistics,Statistics,PhD,Doctorate,Virginia,Charlottesville,10.31,45593,4422,43.9,73.3,38.0329986,-78.5070327,http://statistics.as.virginia.edu/,2016-04
Virginia Commonwealth University,Biostatistics,Biostatistics,MS,Master,Virginia,Richmond,62.51,217853,3485,48,76.7,37.5385067,-77.4363497,http://www.biostatistics.vcu.edu/,2016-04
Virginia Commonwealth University,Biostatistics,Biostatistics,PhD,Doctorate,Virginia,Richmond,62.51,217853,3485,48,76.7,37.5385067,-77.4363497,http://www.biostatistics.vcu.edu/,2016-04
Virginia Commonwealth University,Mathematical Sciences with Concentration in Statistics,Statistics,MS,Master,Virginia,Richmond,62.51,217853,3485,48,76.7,37.2388908,-77.4177513,http://ssor.vcu.edu/,2016-04
Virginia Commonwealth University,Systems Modeling and Analysis with Concentration in Statistics,Statistics,PhD,Doctorate,Virginia,Richmond,62.51,217853,3485,48,76.7,37.2388908,-77.4177513,http://ssor.vcu.edu/,2016-04
Virginia Tech,Applied Statistics,Statistics,MA,Master,Virginia,Blacksburg,19.89,43985,2211,42.9,70.3,37.225723,-80.4229519,http://www.stat.vt.edu/,2016-04
Virginia Tech,Statistics,Statistics,MS,Master,Virginia,Blacksburg,19.89,43985,2211,42.9,70.3,37.225723,-80.4229519,http://www.stat.vt.edu/,2016-04
Virginia Tech,Statistics,Statistics,PhD,Doctorate,Virginia,Blacksburg,19.89,43985,2211,42.9,70.3,37.225723,-80.4229519,http://www.stat.vt.edu/,2016-04
University of Washington,Biostatistics,Biostatistics,MPH,Master,Washington,Seattle,83.78,668342,7977,45.6,63.5,47.6505688,-122.3099408,http://www.biostat.washington.edu/,2016-04
University of Washington,Biostatistics,Biostatistics,MS,Master,Washington,Seattle,83.78,668342,7977,45.6,63.5,47.6505688,-122.3099408,http://www.biostat.washington.edu/,2016-04
University of Washington,Biostatistics,Biostatistics,PhD,Doctorate,Washington,Seattle,83.78,668342,7977,45.6,63.5,47.6505688,-122.3099408,http://www.biostat.washington.edu/,2016-04
University of Washington,Statistics,Statistics,MS,Master,Washington,Seattle,83.78,668342,7977,45.6,63.5,47.6569544,-122.3042444,http://www.stat.washington.edu/,2016-04
University of Washington,Statistics,Statistics,PhD,Doctorate,Washington,Seattle,83.78,668342,7977,45.6,63.5,47.6569544,-122.3042444,http://www.stat.washington.edu/,2016-04
Washington State University,Statistics,Statistics,MS,Master,Washington,Pullman,9.88,31682,3207,36.1,62.3,46.7283092,-117.1635888,http://www.math.wsu.edu/,2016-04
Washington State University,Mathematics with Statistics Option,Statistics,PhD,Doctorate,Washington,Pullman,9.88,31682,3207,36.1,62.3,46.7283092,-117.1635888,http://www.math.wsu.edu/,2016-04
West Virginia University,Biostatistics,Biostatistics,MPH,Master,West Virginia,Morgantown,10.62,31073,2926,42.4,71.2,39.6546867,-79.9579436,http://publichealth.hsc.wvu.edu/biostatistics/,2016-04
West Virginia University,Biostatistics,Biostatistics,MS,Master,West Virginia,Morgantown,10.62,31073,2926,42.4,71.2,39.6546867,-79.9579436,http://publichealth.hsc.wvu.edu/biostatistics/,2016-04
West Virginia University,Statistics,Statistics,MS,Master,West Virginia,Morgantown,10.62,31073,2926,42.4,71.2,39.6350716,-79.9568848,http://statistics.wvu.edu/,2016-04
Medical College of Wisconsin,Biostatistics,Biostatistics,PhD,Doctorate,Wisconsin,Milwaukee,96.8,599642,6195,35.8,68.6,43.0438288,-88.0223335,http://www.mcw.edu/Biostatistics,2016-04
University of Wisconsin-Madison,Biometry,Biostatistics,MS,Master,Wisconsin,Madison,84.7,245691,2901,33,68.5,43.074095,-89.4067758,https://www.stat.wisc.edu/masters-biometry,2016-04
University of Wisconsin-Madison,Biostatistics,Biostatistics,MS,Master,Wisconsin,Madison,84.7,245691,2901,33,68.5,43.074095,-89.4067758,https://www.biostat.wisc.edu/,2016-04
University of Wisconsin-Madison,Biostatistics,Biostatistics,PhD,Doctorate,Wisconsin,Madison,84.7,245691,2901,33,68.5,43.074095,-89.4067758,https://www.biostat.wisc.edu/,2016-04
University of Wisconsin-Madison,Data Science,Statistics,MS,Master,Wisconsin,Madison,84.7,245691,2901,33,68.5,43.074095,-89.4067758,https://www.stat.wisc.edu/,2016-04
University of Wisconsin-Madison,Statistics,Statistics,MS,Master,Wisconsin,Madison,84.7,245691,2901,33,68.5,43.074095,-89.4067758,https://www.stat.wisc.edu/,2016-04
University of Wisconsin-Madison,Statistics,Statistics,PhD,Doctorate,Wisconsin,Madison,84.7,245691,2901,33,68.5,43.074095,-89.4067758,https://www.stat.wisc.edu/,2016-04
University of Wisconsin-Milwaukee,Biostatistics,Biostatistics,PhD,Doctorate,Wisconsin,Milwaukee,96.8,599642,6195,35.8,68.6,43.0466654,-87.9240862,https://uwm.edu/publichealth/doctoral-biostatistics/,2016-04
University of Wyoming,Statistics,Statistics,MS,Master,Wyoming,Laramie,17.76,32081,1806,28.6,60.1,41.312177,-105.5807528,http://www.uwyo.edu/statistics/,2016-04
University of Wyoming,Statistics,Statistics,PhD,Doctorate,Wyoming,Laramie,17.76,32081,1806,28.6,60.1,41.312177,-105.5807528,http://www.uwyo.edu/statistics/,2016-04
